index,RMSE,MAE,R2
LSTM,707.4588901548367,694.6930126738735,0.2585558931703633
LinearRegression,684.6793878503142,667.5195112267179,0.3055347675609833
RandomForest,664.0027147252481,662.5887499999994,0.3468458198104303
XGBoost,621.8757157876769,607.9836865179241,0.4270942293907082
