pred_value,Year
7391.779412449219,2020
7640.627234406159,2021
7632.326637769424,2022
7728.424772620156,2023
7839.517015176919,2024
7645.037308053848,2025
7790.483850888208,2026
7945.850078299974,2027
7795.304989538605,2028
7819.352379113419,2029
8052.880056044114,2030
8025.249076532624,2031
8278.767727561142,2032
8417.819934138328,2033
8406.467166947128,2034
