pred_value,Year
22334.162143468857,2020
22755.61723512411,2021
23128.067748889327,2022
23839.443650841713,2023
24596.408912599087,2024
25347.084568977356,2025
26143.393981814384,2026
26635.089224010706,2027
27083.269337773323,2028
27676.19137752056,2029
27973.439104944468,2030
28347.410520747304,2031
28767.289157301188,2032
29304.572320342064,2033
30050.049464523792,2034
