pred_value,Year
6178.483141070604,2020
6106.653819425105,2021
6091.523275080025,2022
6382.000464997292,2023
6428.844945919811,2024
5997.28286864519,2025
6149.223336595296,2026
6404.27711536169,2027
6618.449987789392,2028
6476.8353337049475,2029
6460.994567895531,2030
6596.55384229362,2031
6054.728555383682,2032
5973.672545503973,2033
6245.150569747686,2034
