index,RMSE,MAE,R2
RandomForest,832.6678563929361,761.0928999999998,-10.083363089090248
LinearRegression,799.6358214469349,675.4068505240812,-9.221448464526544
XGBoost,717.3746697704892,603.5941052342112,-7.226593477013836
LSTM,706.1211380062848,588.8121783340721,-6.97051504921201
