index,RMSE,MAE,R2
LinearRegression,585.7888804572324,436.4462381323764,-3.239691836909831
XGBoost,499.93087496620547,373.4977040198464,-2.0879621019747137
LSTM,463.7076660341473,370.90131844759003,-1.6566882517257757
RandomForest,405.0790458958221,355.4446499999997,-1.0273633937535522
