index,RMSE,MAE,R2
LinearRegression,795.0906426917436,667.3950176146229,-6.810616750401069
XGBoost,542.4718012198622,438.42782396078155,-2.6358535266608216
RandomForest,332.1170139117065,282.98183749999976,-0.3628068027523994
LSTM,210.88008878778234,164.27876612842078,0.45055630347246
