pred_value,Year
9092.978959503176,2020
9253.827294578554,2021
8119.838319244386,2022
8880.531942596437,2023
8477.029754009249,2024
8816.837806167605,2025
8699.156148066522,2026
8588.691798963548,2027
8419.077190556527,2028
8396.990178432467,2029
8711.777115669252,2030
7898.843169679643,2031
8605.768401947023,2032
8719.215927448275,2033
8472.318559851648,2034
