pred_value,Year
27900.238972455263,2020
28312.34944375232,2021
28840.64234828949,2022
29042.106324076653,2023
29351.354398071766,2024
30204.173812031746,2025
30645.963304311037,2026
31234.566610217094,2027
31591.35756830871,2028
31799.434596061707,2029
32697.475713014603,2030
33074.31887218356,2031
33478.28584929928,2032
33995.67458258569,2033
34447.96082972735,2034
