index,RMSE,MAE,R2
XGBoost,409.49231140592326,314.76769916992635,0.9360909641428888
RandomForest,356.5935742024806,348.80375000000004,0.9515361638322183
LSTM,260.40700620785645,239.58237291732803,0.9741550264932921
LinearRegression,234.25603792601837,199.26903726276714,0.9790852658215551
