index,RMSE,MAE,R2
RandomForest,649.1161312192571,625.8480834775,-7.056745473470475
XGBoost,571.2221067946656,527.0840435112813,-5.239141757488188
LSTM,549.1884784562866,498.5489461469168,-4.76710256080321
LinearRegression,519.0173149158354,466.7950585431415,-4.150845614187216
