index,RMSE,MAE,R2
XGBoost,0.42739144554798597,0.32252259725260046,-1.6578717845898243
LinearRegression,0.4177495772232726,0.3121611029885131,-1.5393023483107329
LSTM,0.39570327929057686,0.28781091778147894,-1.2783564727409487
RandomForest,0.3736641232830288,0.2763313749999994,-1.0316326320265903
