pred_value,Year
6.977714911675454,2020
8.328237961983682,2021
7.557183220931889,2022
8.06362667099163,2023
8.116060023010522,2024
7.3369138043344035,2025
7.876449636983873,2026
8.758838676846029,2027
7.574081622591616,2028
8.667626533649862,2029
7.701487096431852,2030
7.1752488524496565,2031
7.789487394321711,2032
8.592394715245069,2033
7.523573080544175,2034
