index,RMSE,MAE,R2
LinearRegression,1.6010393323879444,1.5091735862403162,-13.060015987183656
XGBoost,1.5250306666793676,1.5046655148021877,-11.756718315833988
LSTM,0.9541771915409344,0.8157533456619833,-3.993900373521253
RandomForest,0.8475861567169733,0.8361967499999998,-2.9404835773484206
