index,RMSE,MAE,R2
LinearRegression,2.2872885982084625,1.9618895251285127,-2.0904350337444995
XGBoost,2.220778892587111,1.9145024566654127,-1.9133209392443655
RandomForest,1.7880008045053417,1.3989992499999997,-0.8884831229652823
LSTM,1.6206394691714445,1.2882154330134399,-0.551495467942356
