index,RMSE,MAE,R2
LSTM,0.5949513442040967,0.5174852704789492,0.6131340031625747
LinearRegression,0.5172197450890312,0.44680574816622487,0.7076198724650431
XGBoost,0.40793100175410635,0.292394967567176,0.8181258053880267
RandomForest,0.11031870437339705,0.0867486249999998,0.9866986425428017
