index,RMSE,MAE,R2
LSTM,0.4187697758907957,0.32817001109253585,-1.5517201042849096
XGBoost,0.35777918629235084,0.31162798413693626,-0.8625696424129472
LinearRegression,0.2890275239108812,0.20619540843715534,-0.21551628254851551
RandomForest,0.12685782706833645,0.08253225000000008,0.7658377337989248
