index,RMSE,MAE,R2
XGBoost,1.0863736039620084,0.9720298779034058,-6.248964751482133
LinearRegression,0.8778949710717573,0.7372880864770741,-3.733721470808395
LSTM,0.677280339497905,0.5532695835056715,-1.8174389609030253
RandomForest,0.5892213862378044,0.5027067500000002,-1.1324290059340338
