pred_value,Year
14.324908018356561,2020
14.955948349422217,2021
14.872763751244545,2022
13.653033219671249,2023
14.64833584523797,2024
14.83302230284214,2025
14.157329488879443,2026
14.884427060520649,2027
14.995753207749129,2028
14.58442458267361,2029
15.08269620732069,2030
14.667501902593672,2031
15.215904205238818,2032
14.973553799515962,2033
14.040344460344315,2034
