pred_value,Year
8.423376744511723,2020
8.779723865637182,2021
8.843419333666562,2022
8.15562745128125,2023
9.134388915544747,2024
8.027083408325911,2025
8.744763203084469,2026
8.975872575372456,2027
8.852857178801298,2028
8.013452225190402,2029
9.163135844528675,2030
8.061863395732642,2031
8.975258114159107,2032
8.480859220337868,2033
8.72233438757807,2034
