index,RMSE,MAE,R2
LSTM,2.807768999535021,2.6689520631585273,-7.6162920063315305
XGBoost,2.7142513499344587,2.5603199605554345,-7.051889095100853
LinearRegression,2.7002827133728062,2.557957234979847,-6.969225789613264
RandomForest,2.6661260927609236,2.512283875000001,-6.768891030162967
