index,RMSE,MAE,R2
LinearRegression,1.7692978476344214,1.5634809202864457,-0.8491816987796001
LSTM,1.037235601369245,0.8676478222131723,0.3644751778205071
XGBoost,0.4432578296254059,0.36664972236156435,0.8839378745616567
RandomForest,0.284479793108403,0.24636824999999962,0.9521942060671128
