pred_value,Year
81.03717966899276,2020
86.62372484263032,2021
92.47715557903052,2022
108.68240199819208,2023
108.42326446399093,2024
124.56037918716669,2025
116.42103705987334,2026
120.71602990256622,2027
141.75153485894202,2028
132.2722214999795,2029
128.81075528621673,2030
143.15773944512011,2031
134.06208405539394,2032
133.60837799817324,2033
141.52626796275376,2034
