pred_value,Year
77.65233588401229,2020
72.39414413616062,2021
77.60963423147798,2022
75.72031323209406,2023
75.50590509228408,2024
111.96042644843459,2025
104.69061310097575,2026
106.34177048951388,2027
121.36764049105346,2028
111.64737102925777,2029
103.01956470787525,2030
129.75156418070196,2031
137.9125374457892,2032
132.90580106712878,2033
142.07756345281376,2034
