index,RMSE,MAE,R2
RandomForest,94.69484186465095,90.66548750000001,-20.248716882836604
XGBoost,88.20091596535926,78.6241642087698,-17.434283167113485
LinearRegression,81.53622735709239,75.46750186095159,-14.753653527045342
LSTM,53.9101153029033,49.947758449222896,-5.886849386027835
