index,RMSE,MAE,R2
RandomForest,80.41808142626415,75.36573750000001,-14.65973485637308
LinearRegression,66.46909420169474,61.70260194001403,-9.69834281319495
XGBoost,62.679408666773746,53.72605801897123,-8.513203132969414
LSTM,39.55777080087375,33.98955005135503,-2.789139624473571
