pred_value,Year
105.52675035491586,2020
102.93118250578642,2021
107.7748987787962,2022
120.7121677839756,2023
142.30547206997872,2024
166.53137300610544,2025
183.28588484406473,2026
184.3390685388446,2027
185.21049594312908,2028
174.7459594872594,2029
180.17909812599422,2030
183.37759002655744,2031
175.1130806517601,2032
172.63202584907413,2033
175.21474897116423,2034
