index,RMSE,MAE,R2
LinearRegression,15.16173154666292,12.936266737447319,-0.7676875220928474
XGBoost,13.910313523790721,11.967584574623034,-0.48792735454222047
LSTM,9.788275667068948,8.200234183557336,0.26324977944032224
RandomForest,6.119889095910973,5.4054625000000005,0.7119983375214616
