pred_value,Year
148.52892317771912,2020
171.99303498268128,2021
177.56225029975175,2022
167.96034553050995,2023
171.02597431093454,2024
193.38665561676024,2025
200.00233840346337,2026
207.4314673036337,2027
224.4084100604057,2028
203.7490740776062,2029
208.99270824342966,2030
244.78699386119843,2031
241.06489884257317,2032
251.9685998260975,2033
270.3564185976982,2034
