index,RMSE,MAE,R2
LinearRegression,57.43298204882399,55.55585962968001,-24.36475218463493
RandomForest,53.90037377218501,51.49753750000001,-21.340425699835073
XGBoost,53.39074328962072,51.039654609691354,-20.919963406906835
LSTM,47.60410146937983,44.619376376143194,-16.425956887539922
