index,RMSE,MAE,R2
LinearRegression,40.737865321792924,34.52322875813278,-2.6114810329105738
LSTM,31.187366118877502,27.564351066472017,-1.1166361026203786
XGBoost,21.847279741595184,18.33249624266289,-0.03868423827265399
RandomForest,18.463574062156813,18.029112499999997,0.2581427457301042
