index,RMSE,MAE,R2
LSTM,2088.263844008738,1691.4515456128865,-1.148745480527254
XGBoost,1896.5830347032907,1688.5865175797662,-0.7723845704018832
LinearRegression,1688.8810168561542,1392.9099228626205,-0.4054401181073639
RandomForest,1136.4655578316044,1052.41625,0.36360494769396323
