pred_value,Year
35877.18634548783,2020
34521.0869756639,2021
34638.98146998882,2022
38517.1792101264,2023
35354.81214052439,2024
37670.60543257743,2025
37345.977660894394,2026
40046.63666912168,2027
46158.77996999025,2028
43279.51023301482,2029
47379.43796393275,2030
46978.130378842354,2031
50395.20942518115,2032
47081.0115314126,2033
52191.14078006148,2034
