pred_value,Year
11765.95343375206,2020
12402.091310739517,2021
13715.158740639687,2022
11713.5346326828,2023
12083.488446950912,2024
13319.977516174316,2025
12890.12435245514,2026
12045.579768180847,2027
12352.415491580963,2028
14957.19928598404,2029
14412.741077423096,2030
11910.517845153809,2031
13471.766771316528,2032
14972.263372778893,2033
15805.855380296707,2034
