pred_value,Year
14035.490175873041,2020
14309.099757522345,2021
13149.042078658938,2022
12839.404529310763,2023
13209.703348517418,2024
11782.998186528683,2025
11442.202730074525,2026
12255.821332156658,2027
12647.000149726868,2028
13372.398186385632,2029
14403.25506991148,2030
16081.8702865839,2031
17257.155619114637,2032
17164.08086618781,2033
16167.030854836106,2034
