index,RMSE,MAE,R2
LSTM,2048.2356267976306,1755.128954892978,-1.06715989049804
LinearRegression,1966.8112003619824,1531.8811288028699,-0.9060732365251285
XGBoost,1386.4034638438054,701.3473086282611,0.05290507960539015
RandomForest,596.135848433476,322.6937499999999,0.8248925130321918
