pred_value,Year
45059.55590432882,2020
57626.09065872431,2021
50221.548489034176,2022
59415.88126498461,2023
46766.809811770916,2024
56925.21462363005,2025
48559.777619987726,2026
58886.96144258976,2027
51992.42617633939,2028
59840.85750645399,2029
55809.961309954524,2030
60026.77317357063,2031
63180.202144533396,2032
64733.98393794894,2033
62672.72494113818,2034
