index,RMSE,MAE,R2
LinearRegression,3858.2596930524182,3458.1399851973947,-11.191814247718325
LSTM,2272.331301181133,2063.3398635089397,-3.228912770985178
XGBoost,859.2962537881167,650.3867180590896,0.3952564260430085
RandomForest,852.1898553066096,740.4937500000001,0.4052175503613823
