index,RMSE,MAE,R2
LinearRegression,7087.877093094789,6364.266112889909,-5.128831003336539
LSTM,6708.5876813818695,5809.90969376266,-4.490444310501024
XGBoost,2381.2271387745823,2045.4990609874949,0.3082535529634033
RandomForest,1653.76246338841,1270.9412499999999,0.6663496763051876
