pred_value,Year
7655.969970811158,2020
8159.914910629392,2021
8055.215593218803,2022
8400.795820828527,2023
8108.624480843544,2024
7654.2254384458065,2025
8665.77494686842,2026
7954.563216209412,2027
8517.06995191425,2028
9291.090507984161,2029
8935.400182157755,2030
9841.43726682663,2031
9883.666185081005,2032
9985.779441438615,2033
10496.568699464202,2034
